description,ua
OmniWeb 5.x.x Mac OS X browser,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US) AppleWebKit/xx (KHTML like Gecko) OmniWeb/v5xx.xx
Safari 1.2x browser (Mozilla/Gecko engine) MAC OS X,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/xxx.x (KHTML like Gecko) Safari/12x.x
Netscape 6.x Mac PowerPC,Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:0.9.2) Gecko/20010726 Netscape6/6.1
unknown robot from gw.ocg-corp.com,Mozilla/5.0 (research@mediatrec.com)
Sage - RSS and Atom feed reader extension for Mozilla Firefox,Mozilla/5.0 (Sage)
Inktomi (Hotbot-Lycos - NBCi etc.) robot,Mozilla/5.0 (Slurp/cat; slurp@inktomi.com; http://www.inktomi.com/slurp.html)
Inktomi (Hotbot-Lycos - NBCi etc.) robot,Mozilla/5.0 (Slurp/si; slurp@inktomi.com; http://www.inktomi.com/slurp.html)
Opera 5.x SunOS,Mozilla/5.0 (SunOS 5.8 sun4u; U) Opera 5.0 [en]
Twiceler experimental web crawler,Mozilla/5.0 (Twiceler-0.9 http://www.cuill.com/twiceler/robot.html)
Some spambot from Romania (82.208.139.1xx & 86.123.65.xx) - Maybe email harvesting,Mozilla/5.0 (Version: xxxx Type:xx)
GenieKnows.com search robot (64.5.245.xx / 64.5.220.xxx),Mozilla/5.0 (wgao@genieknows.com)
Netscape 6.x Win98,Mozilla/5.0 (Windows; U; Win98; en-US; rv:0.9.2) Gecko/20010726 Netscape6/6.1
Firebird browser (Mozilla/Gecko engine) - ex Phoenix Win98,Mozilla/5.0 (Windows; U; Win98; en-US; rv:x.xx) Gecko/20030423 Firebird Browser/0.6
Beonex Communicator browser (Mozilla/Gecko engine),Mozilla/5.0 (Windows; U; Win9x; en; Stable) Gecko/20020911 Beonex/0.8.1-stable
Healthline health related search robot (72.5.115.xx),Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.7) NimbleCrawler 1.11 obeys UserAgent NimbleCrawler For problems contact: crawler_at_dataalchemy.com
Google Chrome browser based on WebKit (Safari),"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/0.2.153.1 Safari/525.19"
Flock web browser built on Mozilla technologies,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.5) Gecko/20060731 Firefox/1.5.0.5 Flock/0.7.4.1
Megaupload Mega Manager - Download manager plugin for Firefox,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.4/Megaupload x.0
Orca browser - based on Gecko,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.1) Gecko/2008092215 Firefox/3.0.1 Orca/1.1 beta 3
Firefox browser (Mozilla/Gecko engine) - ex Firebird WinXP,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.x.x) Gecko/20041107 Firefox/x.x
Firebird browser (Mozilla/Gecko engine) - ex Phoenix WinXP,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.xx) Gecko/20030504 Mozilla Firebird/0.6
Mnenhy - enhanced mail & news Mozilla based browser,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.xxx) Gecko/20041027 Mnenhy/0.6.0.104
Voila.fr robot,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1) VoilaBot BETA 1.2 (support.voilabot@orange-ftgroup.com)
Voila.fr robot,Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1) VoilaBot BETA 1.2 (support.voilabot@orange-ftgroup.com)
Mozilla Firefox 3.0 beta (Gran Paradiso) for Win,Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9b5) Gecko/2008032620 Firefox/3.0b5
Tiscali Communicator - Online services suite,Mozilla/5.0 (Windows; U;XMPP Tiscali Communicator v.10.0.1; Windows NT 5.1; it; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3
Healthline health related search robot (72.5.115.xx),Mozilla/5.0 (Windows;) NimbleCrawler 1.12 obeys UserAgent NimbleCrawler For problems contact: crawler@health
Healthline health related search robot (72.5.115.xx),Mozilla/5.0 (Windows;) NimbleCrawler 1.12 obeys UserAgent NimbleCrawler For problems contact: crawler@healthline.com
Kazehakase - Gecko based browser (Japan),Mozilla/5.0 (X11; Linux i686; U;rv: 1.7.13) Gecko/20070322 Kazehakase/0.4.4.1
Netscape 6.x Linux,Mozilla/5.0 (X11; U; Linux 2.4.2-2 i586; en-US; m18) Gecko/20010131 Netscape6/6.01
SeaMonkey browser suite (ex Mozilla) on Linux,Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.8.0.2) Gecko/20060309 SeaMonkey/1.0
Epiphany (Mozilla/Gecko engine) browser Linux,Mozilla/5.0 (X11; U; Linux i686; en-GB; rv:1.7.6) Gecko/20050405 Epiphany/1.6.1 (Ubuntu) (Ubuntu package 1.0.2)
Nautilus (developed by Eazel.com) 1.x Browser Linux,Mozilla/5.0 (X11; U; Linux i686; en-US; Nautilus/1.0Final) Gecko/20020408
Mozilla (Gecko) 0.9x browser Linux,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:0.9.3) Gecko/20010801
Spinn3r social network crawler,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2.1; aggregator:Spinn3r (Spinn3r 3.1); http://spinn3r.com/robot) Gecko/20021130
Phoenix 0.3 browser (Mozilla/Gecko engine) - now Firebird Linux,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2b) Gecko/20021007 Phoenix/0.3
Epiphany (Mozilla/Gecko engine) browser Linux,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.6) Gecko/20040413 Epiphany/1.2.1
Snap Firefox Search Plugin,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7 SnapPreviewBot
Bon Echo Alpha - developer preview of future Firefox browser,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1) Gecko/20061129 BonEcho/2.0
IceWeasel - the GNU version of the Firefox browser,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.1) Gecko/20061205 Iceweasel/2.0.0.1 (Debian-2.0.0.1+dfsg-2)
Mozilla Firefox 3.0 beta (Gran Paradiso) for Linux,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9a8) Gecko/2007100619 GranParadiso/3.0a8
Galeon 1.x Browser Linux,Mozilla/5.0 Galeon/1.0.2 (X11; Linux i686; U;) Gecko/20011224
gURLChecker - GNOME link checking tool,Mozilla/5.0 gURLChecker/0.x.x (Linux)
URL Spider - used by usww.net,Mozilla/5.0 URL-Spider
W8net spider,Mozilla/5.0 usww.com-Spider-for-w8.net
GenieKnows.com search robot (64.5.245.xx / 64.5.220.xxx),Mozilla/5.0 wgao@genieknows.com
axxus.de German business directory,Mozilla/5.0 whoiam [http://www.axxus.de/]
Yuntis : Collaborative Web Resource Categorization and Ranking Project robot,Mozilla/5.0 [en] (compatible; Gulper Web Bot 0.2.4 www.ecsl.cs.sunysb.edu/~maxim/cgi-bin/Link/GulperBot)
MetaExplorer project's MetaQuerier robot,MQbot metaquerier.cs.uiuc.edu/crawler
MetaExplorer project's MetaQuerier robot,MQBOT/Nutch-0.9-dev (MQBOT Nutch Crawler; http://falcon.cs.uiuc.edu; mqbot@cs.uiuc.edu)
MS Frontpage 4.x,MSFrontPage/4.0
Some faked UA - maybe for a download manager,MSIE 4.0 (Win95)
unknown robot from gw.ocg-corp.com (209.126.176.x),MSIE-5.13 (larbin@unspecified.mail)
MSN media search robot,msnbot-media/1.0 (+http://search.msn.com/msnbot.htm)
Windows Live product search (Beta) robot,msnbot-Products/1.0 (+http://search.msn.com/msnbot.htm)
MSN Search robot - 131.107.xxx.xxx 204.95.96.xxx - 204.95.111.xxx 207.46.xxx.xxx,MSNBOT/0.xx (http://search.msn.com/msnbot.htm)
MSN Search robot - 131.107.xxx.xxx 204.95.96.xxx - 204.95.111.xxx 207.46.xxx.xxx,msnbot/x.xx ( http://search.msn.com/msnbot.htm)
Microsoft search for mobiles,MSNBOT_Mobile MSMOBOT Mozilla/2.0 (compatible; MSIE 4.02; Windows CE; Default)
MSN Search robot - 131.107.xxx.xxx 204.95.96.xxx - 204.95.111.xxx 207.46.xxx.xxx,MSNPTC/1.0
Microsoft proxy server,MSProxy/2.0
MacEdition CodeBitch link checking,MSRBOT
Microsoft MSRBot,MSRBOT (http://research.microsoft.com/research/sv/msrbot)
StreamBox VCR user agent,"Mulder, VCR-1.0"
Multiblocker (Fantomaster) anonymity software user,multiBlocker browser
MultiCrawler for DERI Galway's Semantic Web Search Engine cluster,multicrawler ( http://sw.deri.org/2006/04/multicrawler/robots.html)
Virginia Tech Digital Library Research Laboratory robot,MultiText/0.1
SoMusical! musical directory link checking,MusicWalker2.0 ( http://www.somusical.com)
Unknown bad bot from diff. Taiwanese IPs,MVAClient
Windows HTTP Services (WinHTTP),My WinHTTP Connection
unknown user robot (24.124.34.42),myDaemon
GetRight download manager,MyGetRight/1.0.0
GetRight download manager,MyGetRight/1.0b
Mylinea France web catalogue crawler,Mylinea.com Crawler 2.0
VDOG - SEO webdirecory (Germany) link checking,mylinkcheck/1.02
Blogbot (Germany) robot,Naamah 1.0.1/Blogbot (http://blogbot.de/)
Blogbot (Germany) robot,Naamah 1.0a/Blogbot (http://blogbot.de/)
Naver Japan / Korea robot ,NABOT/5.0
Naver Japan / Korea robot ,nabot_1.0
Badbot searching for Wordpress wp-login.php,NameOfAgent (CMS Spider)
naoFavicon4IE,naoFavicon4IE/1.xx
Unknown spambot / harvester from diff. IPs,NASA Search 1.0
Nationaldirectory spider,NationalDirectory-WebSpider/1.3
Nationaldirectory spider,NationalDirectoryAddURL/1.0
Naver Japan / Korea robot,NaverBot-1.0 (NHN Corp. / +82-2-3011-1954 / nhnbot@naver.com)
Naver Japan / Korea robot,NaverBot_dloader/1.5
Navisso closed beta robot (69.41.162.1xx),NavissoBot
Navisso closed beta robot (69.41.162.1xx),NavissoBot/1.7  (+http://navisso.com/)
Vias Information Archival robot,NCSA Beta 1 (http://vias.ncsa.uiuc.edu/viasarchivinginformation.html)
Nebulla.info distributed crawler (Germany),Nebullabot/2.2 (http://bot.nebulla.info)
NEC Researchindex robot - now CiteSeer.IST scientific document index,NEC Research Agent -- compuman at research.nj.nec.com
rcn.com user agent ? NEC Researchindex robot ?,NEC-Hayek/1.0
Net Seekr search robot,Net-Seekr Bot/Net-Seekr Bot V1 (http://www.net-seekr.com)
NetAnts download manager,NetAnts/1.2x
NetComplete IE browser package,NETCOMplete/x.xx
Netinfo.bg search (Bulgaria) robot,NetinfoBot/1.0 (http://netinfo.bg/netinfobot.html)
Netlookout internet notifier,NetLookout/2.24
Netluchs (Germany) search (193.164.8.xx),Netluchs/0.8-dev ( ; http://www.netluchs.de/; ___don't___spam_me_@netluchs.de)
NetMechanic link checker,NetMechanic Vx.0
NewsGator NetNewsWire - Mac RSS feed reader,NetNewsWire/2.x (Mac OS X; http://ranchero.com/netnewswire/)
unknown InCom (216.0.107.xx) robot,NetNoseCrawler/v1.0
Netprospector metasearch software,Netprospector JavaCrawler
Netpumper download manager,NetPumper/x.xx
Look.com robot (209.87.232.x),NetResearchServer(http://www.look.com)
IncyWincy search engine using DMOZ database,NetResearchServer/x.x(loopimprovements.com/robot.html)
NetSeer search (beta) crawler via Amazon Web Services - see also Teemer,NetSeer/Nutch-0.9 (NetSeer Crawler; http://www.netseer.com; crawler@netseer.com)
Wirtualna Polska / Netsprint search (Poland) robot,NetSprint -- 2.0
NetWhat Search crawler (69.9.167.1xx),NetWhatCrawler/0.06-dev (NetWhatCrawler from NetWhat.com; http://www.netwhat.com; support@netwhat.com)
Netzippy robot,NetZippy
unknown,NeuralBot/0.2
Unknown (12.238.4.xxx) attbi.com client robot,newsearchengine (ThisUser@unspecified.mail)
FetchLinks plugin for NewsGator RSS reader,NewsGator FetchLinks extension/0.2.0 (http://graemef.com)
NewsGator online RSS reader,NewsGatorOnline/2.0 (http://www.newsgator.com; 1 subscribers)
Eliyon Crawler for Business People Search,NextGenSearchBot 1 (for information visit http://www.eliyon.com/NextGenSearchBot)
Nextopia crawler,NextopiaBOT (+http://www.nextopia.com) distributed crawler client beta v0.x
find your keywords - semantic search (Germany) robot,NG-Search/0.90 (NG-SearchBot; http://www.ng-search.com;  )
Exalead (France) search robot (193.47.80.xx),NG/1.0
Exalead Websearch image crawler (193.47.80.xx),NG/4.0.1229
Unknown UA from PlanetLab distributed network,nicebot
NicoZone childsafe search robot ,NICO/1.0
"Nikita the Spider - Online HTML validation , link checking",Nikita the Spider (http://NikitaTheSpider.com/)
Experimental LSI (?) robot from 140.233.69.xx (Middlebury.edu),NITLE Blog Spider/0.01
Download manager,Nitro Downloader 1.x (www.klsofttools.com)
Noago spider,Noago Spider
telefonica.es user robot,Nocilla/1.0
Google WAP robot,Nokia-WAPToolkit/1.2 googlebot(at)googlebot.com
Botmobi crawler for Find.mobi mobile search,Nokia6300/2.0 (05.50) Profile/MIDP-2.0 Configuration/CLDC-1.1 (botmobi http://find.mobi/bot.html abuse@mtld.mobi)
YahooSeeker/M1A1-R2D2 - Yahoo mobile web crawling robot,Nokia6610/1.0 (3.09) Profile/MIDP-1.0 Configuration/CLDC-1.0 (compatible;YahooSeeker/M1A1-R2D2; http://help.yahoo.com/help/us/ysearch/crawling/crawling-01.html)
Google WAP proxy,Nokia7110/1.0 (05.01) (Google WAP Proxy/1.0)
Nokodo public beta search robot (67.18.222.xx),NokodoBot/1.x (+http://nokodo.com/bot.htm)
Burf.com UK Search Engine robot,Norbert the Spider(Burf.com)
noXtrum search robot (Spain),noxtrumbot/1.0 (crawler@noxtrum.com)
Noyona job search (preview),noyona_0_1
Nameprotect copyright search robot (24.177.134.x),NP/0.1 (NP; http://www.nameprotect.com; npbot@nameprotect.com)
Nameprotect copyright search robot (24.177.134.x),NPBot (http://www.nameprotect.com/botinfo.html)
Nameprotect copyright search robot (24.177.134.x),NPBot-1/2.0
Nsauditor Network Security Auditor,Nsauditor/1.x
NetShow Media Player = Windows Media Player 10,NSPlayer/10.0.0.xxxx WMFSDK/10.0
Nsyght social search application,nsyght.com/Nutch-1.0-dev (nsyght.com; Nsyght.com)
Nsyght social search application,nsyght.com/Nutch-x.x (nsyght.com; search.nsyght.com)
NTT Directory robot,nttdirectory_robot/0.9 (super-robot@super.navi.ocn.ne.jp)
Nucleus CMS SiteList link managing plugin,Nucleus SiteList LinkChecker/1.1
nuSearch spider (84.9.136.xxx),nuSearch Spider <a href='http://www.nusearch.com'>www.nusearch.com</a> (compatible; MSIE 4.01)
nuSearch spider (84.9.136.xxx),NuSearch Spider (compatible; MSIE 6.0)
nuSearch spider (84.9.136.xxx),NuSearch Spider www.nusearch.com
Nutch open source robot,Nutch
Picapage search for handheld devices using Nutch,Nutch crawler/Nutch-0.9 (picapage.com; admin@picapage.com)
Ayell Euronet business directory robot using Nutch,Nutch/Nutch-0.9 (Eurobot; http://www.ayell.eu )
Netsweeper content filtering engine (66.207.120.2xx) powered by Nutch,NutchCVS/0.06-dev (Nutch; http://www.nutch.org/docs/en/bot.html; nutch-agent@lists.sourceforge.net)
Nutch open source robot,NutchCVS/0.0x-dev (Nutch; http://www.nutch.org/docs/bot.html; nutch-agent@lists.sourceforge.net)
Robot from University of Washington Computer Science & Engineering (128.208.6.2xx),NutchCVS/0.7.1 (Nutch running at UW; http://www.nutch.org/docs/en/bot.html; sycrawl@cs.washington.edu)
Amazon Elastic Compute Cloud (Amazon EC2) robot,NutchEC2Test/Nutch-0.9-dev (Testing Nutch on Amazon EC2.; http://lucene.apache.org/nutch/bot.html; ec2test at lucene.com)
Nutch open source robot,NutchOrg/0.0x-dev (Nutch; http://www.nutch.org/docs/bot.html; nutch-agent@lists.sourceforge.net)
Unknown robot using Nutch (maybe private crawling) via Cox network (70.187.130.25x),nutchsearch/Nutch-0.9 (Nutch Search 1.0; herceg_novi at yahoo dot com)
Unknown crawler from University of Washington - Computer science,NutchVinegarCrawl/Nutch-0.8.1 (Vinegar; http://www.cs.washington.edu; eytanadar at gmail dot com)
Weblog bookwatch robot,obidos-bot (just looking for books.)
Objects Search robot,ObjectsSearch/0.01-dev (ObjectsSearch;http://www.ObjectsSearch.com/bot.html; support@thesoftwareobjects.com)
Objects Search robot,ObjectsSearch/0.0x (ObjectsSearch; http://www.ObjectsSearch.com/bot.html; support@thesoftwareobjects.com)
Cobion Germany Brand Protection Services robot,oBot ((compatible;Win32))
GlobalSpec Engineering Search robot (66.194.55.xxx),Ocelli/1.x (http://www.globalspec.com/Ocelli)
Octopus download manager,Octopus
Octora blog or RSS information crawler - beta (66.228.114.xx),Octora Beta - www.octora.com
Octora RSS feed search,Octora Beta Bot - www.octora.com
Meta Products Offlinebrowser,Offline Explorer 1.*
Claymont robot / Internetseer Web Site Monitoring,OliverPerry
OmniExplorer car & shopping search (64.62.175.xxx),OmniExplorer_Bot/1.0x (+http://www.omni-explorer.com) Internet CategorizerOmniExplorer http://www.omni-explorer.com/ car & shopping search (64.62.175.xxx)
OmniExplorer car & shopping search (64.62.175.xxx),OmniExplorer_Bot/1.0x (+http://www.omni-explorer.com) Job Crawler
OmniExplorer car & shopping search (64.62.175.xxx),OmniExplorer_Bot/1.1x (+http://www.omni-explorer.com) Torrent Crawler
OmniExplorer car & shopping search (64.62.175.xxx),OmniExplorer_Bot/x.xx (+http://www.omni-explorer.com) WorldIndexer
onsearch.de German web directory link checking ,onCHECK Linkchecker von www.scientec.de fuer www.onsinn.de
onsearch.de German web directory link checking ,"onCHECK-Robot, www.onsearch.de"
onet.pl Szukaj (Search) robot (213.180.128.1xx),Onet.pl SA- http://szukaj.onet.pl
Dead-Links.com link validation spider,online link validator (http://www.dead-links.com/)
Online24 shopping portal (Germany) link checking,"Online24-Bot (Version: 1.0x, powered by www.online24.de)"
OntoSpider - Dutch robot for a research project. (195.11.244.xx),OntoSpider/1.0 libwww-perl/5.65
SeetooZ search crawler,OOZBOT/0.20 ( http://www.setooz.com/oozbot.html ; agentname at setooz dot_com )
OpenAcoon open source search engine (used by Acoon search),OpenAcoon v4.0.x (www.openacoon.de)
Openfind.com.tw robot,Openbot/3.0+(robot-response@openfind.com.tw;+http://www.openfind.com.tw/robot.html)
Openfind.com.tw robot,Openfind data gatherer- Openbot/3.0+(robot-response@openfind.com.tw;+http://www.openfind.com.tw/robot.html)
Openfind.com.tw robot,Openfind Robot/1.1A2
open i search robot  - search engine in development,OpenISearch/1.x (www.openisearch.com)
Opentagger social bookmarking system,OpenTaggerBot (http://www.opentagger.com/opentaggerbot.htm)
OpenText crawler,OpenTextSiteCrawler/2.9.2
OpenWebSpider - Open Source web search engine,OpenWebSpider/0.x.x (http://www.openwebspider.org)
OpenWebSpider - Open Source web search engine,OpenWebSpider/x
Opera 5.0 Linux,Opera/5.0 (Linux 2.0.38 i386; U) [en]
Opera 5.11 faked WinME referer,Opera/5.11 (Windows ME; U) [ru]
Opera 5.12 Win98,Opera/5.12 (Windows 98; U) [en]
unknown robot from gw.ocg-corp.com (209.126.176.x),Opera/6.01 (larbin@unspecified.mail)
Opera 6.x- Mandrake Linux,Opera/6.x (Linux 2.4.8-26mdk i686; U) [en]
Opera 6.x WinNT,Opera/6.x (Windows NT 4.0; U) [de]
Opera 7.x WinXP,Opera/7.x (Windows NT 5.1; U) [en]
Opera 8.x (Beta) WinXP,Opera/8.xx (Windows NT 5.1; U; en)
Opera 9 (Beta) Browser,Opera/9.0 (Windows NT 5.1; U; en)
Opera 9 (final),Opera/9.00 (Windows NT 5.1; U; de)
Opera browser 9.6x on WinXP (Presto = Operas rendering engine),Opera/9.60 (Windows NT 5.1; U; de) Presto/2.1.1
Opidoo Search Belgium robot (62.4.83.xxx),OpidooBOT (larbin2.6.3@unspecified.mail)
Open Wave Phone Simulator SDK,OPWV-SDK UP.Browser/7.0.2.3.119 (GUI) MMP/2.0 Push/PO
Oracle Application Server cache,Oracle Application Server Web Cache 10g
Oracle interMedia Text - Text and web documents indexing,Oracle iMTCrawler
Oracle Search,Oracle Ultra Search
Orangeslicer semantic search (Beta) Germany (193.201.52.1xx),OrangeSpider
Orbiter - DailyOrbit search spider,Orbiter/T-2.0 (+http://www.dailyorbit.com/bot.htm)
Orca browser - based on Gecko,Orca Browser (http://www.orcabrowser.com)
Marketscore (was Netsetter) internet accelerator,OSSProxy 1.3.305.321 (Build 305.321 Win32 en-us)(Dec 21 2005 16:30:54)
Unknown robot from Chinanet (220.181.8.xxx),OutfoxBot/0.x (For internet experiments; http://; outfox.agent@gmail.com)
Unknown robot from Chinanet (60.191.80.1),OutfoxMelonBot/0.5 (for internet experiments; http://; outfoxbot@gmail.com)
Overture/Fast/Alltheweb crawler (66.77.73.xxx),Overture-WebCrawler/3.8/Fresh (atw-crawler at fast dot no; http://fast.no/support/crawler.asp)
Unknown robot from 198.169.127.xx (innovationplace.com),OWR_Crawler 0.1
Ozelot - Flying Cat's search engine robot (Germany),ozelot/2.7.3 (Search engine indexer; www.flying-cat.de/ozelot; ozelot@flying-cat.de)
PADLibrary.com - PAD file software robot for FindFiles.com,PADLibrary Spider
Pagebites job search crawler,PageBitesHyperBot/600 (http://www.pagebites.com/)
Pagebull visual search engine,Pagebull http://www.pagebull.com/
Pagestacker online bookmark service,Pagestacker Bot
Secure Computing SmartFilter Tools - malware crawler,page_verifier (http://www.securecomputing.com/goto/pv)
Downloadmanager ?,PagmIEDownload
CFC crawler used by Italian academic and research network (GARR),parallelContextFocusCrawler1.1parallelContextFocusCrawler1.1
